Customer_ID,Nationality,Membership_Level,Age_Group,Registration_Date,Preferred_Category
C-0479,KR,Non-Member,40s,2023-12-06,Liquor
C-0480,AU,Non-Member,50s+,2026-03-24,Liquor
C-0481,SG,Gold,50s+,2024-11-02,Tea
C-0482,CN,Non-Member,50s+,2026-02-20,Honey
C-0483,GB,Silver,50s+,2024-06-08,Apparel
C-0484,GB,Non-Member,20s,2024-11-13,Apparel
C-0485,JP,Gold,20s,2024-11-16,Confectionery
C-0486,JP,Silver,20s,2024-07-30,Confectionery
C-0487,IN,Gold,40s,2024-08-18,Tea
C-0488,GB,Silver,40s,2025-04-04,Apparel
C-0489,US,Silver,50s+,2025-07-10,Apparel
C-0490,US,Non-Member,50s+,2023-09-16,Jewellery
C-0491,CN,Non-Member,20s,2023-05-10,Honey
C-0492,AU,Non-Member,30s,2023-08-18,Souvenir
C-0493,SG,Silver,30s,2026-03-15,Souvenir
C-0494,US,Non-Member,30s,2023-10-23,Apparel
C-0495,CN,Non-Member,40s,2025-08-03,Souvenir
C-0496,NZ,Non-Member,50s+,2024-07-22,Confectionery
C-0497,CA,Non-Member,50s+,2024-12-09,Souvenir
C-0498,AU,Silver,30s,2024-09-08,Liquor
C-0499,GB,Non-Member,40s,2025-03-17,Indigenous
C-0500,TH,Gold,50s+,2025-04-22,Tea
C-0501,AU,Silver,30s,2025-02-18,Cosmetics
C-0502,TH,Diamond,20s,2024-01-19,Cosmetics
C-0503,KR,Non-Member,30s,2025-03-08,Cosmetics
C-0504,CA,Silver,20s,2023-11-08,Souvenir
C-0505,JP,Non-Member,40s,2023-11-06,Confectionery
C-0506,AU,Non-Member,50s+,2024-09-20,Liquor
C-0507,GB,Non-Member,40s,2023-11-12,Souvenir
C-0508,CA,Non-Member,40s,2024-07-07,Apparel
C-0509,KR,Non-Member,30s,2023-07-11,Honey
C-0510,PH,Non-Member,40s,2025-01-01,Souvenir
C-0511,JP,Silver,50s+,2025-03-12,Cosmetics
C-0512,CA,Non-Member,20s,2023-05-20,Apparel
C-0513,CN,Non-Member,40s,2023-11-08,Honey
C-0514,IN,Gold,30s,2023-08-18,Souvenir
C-0515,GB,Non-Member,30s,2025-10-26,Tea
C-0516,CA,Non-Member,20s,2024-06-06,Indigenous
C-0517,IN,Non-Member,40s,2026-03-02,Souvenir
C-0518,CN,Non-Member,20s,2025-09-13,Cosmetics
C-0519,NZ,Non-Member,50s+,2024-04-15,Confectionery
C-0520,CA,Non-Member,20s,2025-06-08,Tea
C-0521,CN,Silver,30s,2024-11-02,Souvenir
C-0522,CN,Non-Member,30s,2024-05-17,Confectionery
C-0523,IN,Silver,40s,2023-08-01,Cosmetics
C-0524,KR,Silver,30s,2026-01-30,Honey
C-0525,CN,Silver,40s,2025-10-05,Liquor
C-0526,CN,Non-Member,50s+,2024-08-21,Honey
C-0527,CN,Non-Member,40s,2023-05-31,Souvenir
C-0528,JP,Gold,50s+,2025-12-10,Souvenir
C-0529,CN,Silver,50s+,2024-07-03,Souvenir
C-0530,NZ,Non-Member,30s,2025-07-22,Souvenir
C-0531,SG,Non-Member,20s,2023-12-28,Confectionery
C-0532,PH,Silver,40s,2024-05-18,Cosmetics
C-0533,CN,Gold,50s+,2024-12-12,Cosmetics
C-0534,CA,Non-Member,30s,2023-05-12,Apparel
C-0535,US,Non-Member,40s,2025-09-20,Souvenir
C-0536,AU,Non-Member,30s,2025-08-21,Souvenir
C-0537,PH,Gold,30s,2023-07-04,Tea
C-0538,CN,Silver,30s,2025-06-16,Honey
C-0539,CN,Silver,20s,2023-10-28,Honey
C-0540,NZ,Gold,50s+,2023-11-29,Tea
C-0541,CN,Non-Member,20s,2025-09-21,Liquor
C-0542,CN,Non-Member,30s,2023-09-26,Liquor
C-0543,TH,Non-Member,20s,2025-08-20,Tea
C-0544,PH,Non-Member,30s,2025-08-09,Souvenir
C-0545,CN,Non-Member,20s,2023-08-05,Confectionery
C-0546,AU,Gold,40s,2024-05-13,Confectionery
C-0547,US,Non-Member,20s,2025-05-18,Souvenir
C-0548,US,Gold,20s,2024-05-09,Apparel
C-0549,GB,Non-Member,50s+,2025-07-06,Apparel
C-0550,CN,Gold,50s+,2023-08-08,Liquor
C-0551,CN,Non-Member,40s,2026-02-09,Souvenir
C-0552,CN,Silver,50s+,2023-08-10,Cosmetics
C-0553,NZ,Gold,50s+,2025-04-07,Honey
C-0554,JP,Silver,20s,2025-04-02,Confectionery
C-0555,AU,Non-Member,20s,2023-08-19,Confectionery
C-0556,JP,Gold,20s,2024-11-10,Souvenir
C-0557,JP,Silver,30s,2023-12-15,Confectionery
C-0558,CN,Gold,20s,2024-10-05,Honey
C-0559,CN,Gold,40s,2025-01-03,Cosmetics
C-0560,AU,Gold,20s,2024-11-21,Liquor
C-0561,CN,Non-Member,30s,2023-06-22,Souvenir
C-0562,PH,Gold,20s,2023-06-14,Confectionery
C-0563,CN,Gold,20s,2023-09-20,Honey
C-0564,CA,Non-Member,30s,2025-03-09,Tea
C-0565,PH,Non-Member,20s,2023-05-17,Souvenir
C-0566,KR,Silver,40s,2024-01-25,Honey
C-0567,AU,Gold,50s+,2024-02-10,Liquor
C-0568,JP,Non-Member,40s,2025-07-31,Tea
C-0569,CA,Non-Member,20s,2023-09-02,Apparel
C-0570,CN,Non-Member,40s,2023-12-31,Confectionery
C-0571,JP,Non-Member,20s,2023-04-07,Souvenir
C-0572,IN,Non-Member,50s+,2025-10-14,Tea
C-0573,PH,Non-Member,20s,2024-10-10,Confectionery
C-0574,NZ,Non-Member,30s,2024-09-02,Souvenir
C-0575,CN,Non-Member,50s+,2023-04-21,Honey
C-0576,GB,Non-Member,30s,2026-03-23,Indigenous
C-0577,KR,Silver,30s,2025-02-09,Jewellery
C-0578,JP,Non-Member,30s,2025-09-23,Cosmetics
C-0579,TH,Silver,30s,2026-01-11,Souvenir
C-0580,NZ,Gold,40s,2024-03-23,Confectionery
C-0581,KR,Non-Member,40s,2024-07-26,Honey
C-0582,AU,Silver,40s,2025-06-04,Confectionery
C-0583,CN,Silver,40s,2026-03-01,Honey
C-0584,TH,Non-Member,20s,2024-02-22,Confectionery
C-0585,CN,Silver,30s,2025-12-11,Souvenir
C-0586,US,Silver,30s,2023-10-15,Souvenir
C-0587,TH,Non-Member,40s,2025-06-01,Souvenir
C-0588,CN,Non-Member,20s,2025-03-04,Cosmetics
C-0589,CN,Silver,40s,2025-08-31,Cosmetics
C-0590,CN,Non-Member,30s,2025-07-20,Confectionery
C-0591,CN,Non-Member,40s,2025-03-19,Souvenir
C-0592,CN,Silver,50s+,2025-07-01,Liquor
C-0593,CN,Gold,20s,2023-07-13,Souvenir
C-0594,CN,Non-Member,40s,2025-06-21,Cosmetics
C-0595,US,Silver,50s+,2025-03-10,Indigenous
C-0596,JP,Gold,30s,2025-07-24,Confectionery
C-0597,AU,Silver,20s,2023-06-25,Confectionery
C-0598,PH,Non-Member,20s,2023-06-27,Confectionery
C-0599,KR,Gold,30s,2025-09-07,Cosmetics
C-0600,AU,Non-Member,50s+,2025-05-05,Liquor
C-0601,US,Silver,20s,2025-06-02,Souvenir
C-0602,CA,Non-Member,30s,2023-12-14,Souvenir
C-0603,CN,Non-Member,50s+,2023-06-27,Liquor
C-0604,JP,Non-Member,50s+,2025-12-31,Confectionery
C-0605,US,Non-Member,40s,2023-03-30,Indigenous
C-0606,AU,Diamond,30s,2024-06-30,Souvenir
C-0607,AU,Non-Member,20s,2026-01-17,Liquor
C-0608,CN,Non-Member,20s,2023-06-24,Confectionery
C-0609,AU,Gold,20s,2023-05-09,Souvenir
C-0610,JP,Gold,20s,2024-07-25,Tea
C-0611,PH,Non-Member,20s,2026-02-17,Souvenir
C-0612,US,Silver,50s+,2024-07-23,Apparel
C-0613,AU,Non-Member,40s,2024-04-10,Souvenir
C-0614,US,Silver,30s,2024-07-17,Souvenir
C-0615,AU,Non-Member,20s,2024-11-03,Cosmetics
C-0616,SG,Gold,20s,2023-06-21,Cosmetics
C-0617,CN,Non-Member,40s,2024-09-09,Souvenir
C-0618,IN,Non-Member,20s,2024-12-15,Tea
C-0619,CN,Silver,30s,2023-08-01,Cosmetics
C-0620,NZ,Gold,20s,2024-11-04,Honey
C-0621,SG,Non-Member,20s,2024-09-27,Confectionery
C-0622,CN,Gold,20s,2023-06-11,Souvenir
C-0623,CN,Gold,50s+,2025-02-01,Honey
C-0624,GB,Non-Member,50s+,2024-11-08,Souvenir
C-0625,KR,Diamond,50s+,2025-12-18,Confectionery
C-0626,PH,Non-Member,50s+,2025-11-22,Souvenir
C-0627,CN,Silver,50s+,2023-06-15,Confectionery
C-0628,GB,Diamond,50s+,2024-07-07,Apparel
C-0629,GB,Non-Member,40s,2023-06-14,Apparel
C-0630,CN,Silver,40s,2023-09-14,Honey
C-0631,SG,Gold,40s,2024-02-07,Cosmetics
C-0632,IN,Non-Member,20s,2024-11-15,Confectionery
C-0633,IN,Non-Member,50s+,2024-02-02,Tea
C-0634,GB,Diamond,40s,2023-05-05,Tea
C-0635,CA,Non-Member,30s,2023-11-04,Apparel
C-0636,JP,Gold,20s,2023-11-24,Confectionery
C-0637,GB,Gold,20s,2024-02-06,Souvenir
C-0638,AU,Non-Member,20s,2023-05-08,Liquor
C-0639,AU,Non-Member,50s+,2025-08-10,Confectionery
C-0640,GB,Non-Member,20s,2026-02-21,Tea
C-0641,GB,Non-Member,20s,2025-12-23,Tea
C-0642,IN,Silver,20s,2023-09-21,Souvenir
C-0643,CN,Silver,40s,2025-02-26,Souvenir
C-0644,PH,Non-Member,40s,2023-10-29,Souvenir
C-0645,GB,Non-Member,30s,2024-09-19,Apparel
C-0646,SG,Non-Member,50s+,2023-11-04,Confectionery
C-0647,IN,Silver,40s,2025-10-17,Souvenir
C-0648,CN,Non-Member,40s,2025-01-19,Confectionery
C-0649,CN,Non-Member,30s,2024-05-28,Honey
C-0650,KR,Diamond,20s,2025-07-11,Cosmetics
C-0651,NZ,Non-Member,40s,2025-06-24,Confectionery
C-0652,KR,Non-Member,40s,2025-12-05,Cosmetics
C-0653,AU,Silver,50s+,2026-02-06,Souvenir
C-0654,US,Gold,30s,2025-04-14,Souvenir
C-0655,AU,Non-Member,30s,2024-12-12,Confectionery
C-0656,JP,Non-Member,40s,2025-12-30,Souvenir
C-0657,IN,Non-Member,30s,2024-12-18,Souvenir
C-0658,AU,Non-Member,20s,2025-10-17,Souvenir
C-0659,US,Diamond,50s+,2025-05-12,Apparel
C-0660,IN,Non-Member,20s,2025-06-09,Confectionery
C-0661,CA,Non-Member,20s,2025-10-24,Souvenir
C-0662,CN,Diamond,30s,2024-03-09,Liquor
C-0663,CN,Non-Member,50s+,2025-05-09,Souvenir
C-0664,IN,Gold,40s,2024-05-20,Cosmetics
C-0665,SG,Non-Member,50s+,2025-06-25,Honey
C-0666,GB,Diamond,50s+,2025-12-24,Apparel
C-0667,AU,Silver,30s,2024-11-08,Confectionery
C-0668,CN,Silver,20s,2024-09-03,Souvenir
C-0669,IN,Non-Member,30s,2025-06-26,Confectionery
C-0670,TH,Silver,50s+,2023-05-23,Cosmetics
C-0671,JP,Non-Member,30s,2023-08-19,Confectionery
C-0672,KR,Non-Member,50s+,2026-01-11,Confectionery
C-0673,US,Gold,50s+,2025-01-11,Indigenous
C-0674,PH,Non-Member,30s,2024-05-23,Souvenir
C-0675,TH,Gold,20s,2024-06-08,Souvenir
C-0676,TH,Non-Member,30s,2023-11-06,Confectionery
C-0677,JP,Non-Member,50s+,2023-11-04,Cosmetics
C-0678,CN,Non-Member,40s,2023-04-27,Confectionery
C-0679,CN,Non-Member,30s,2026-01-03,Liquor
C-0680,CN,Non-Member,30s,2023-11-10,Confectionery
C-0681,SG,Silver,40s,2025-06-09,Confectionery
C-0682,NZ,Gold,50s+,2024-02-26,Tea
C-0683,CN,Diamond,50s+,2025-11-03,Honey
C-0684,CA,Silver,50s+,2026-01-07,Apparel
C-0685,US,Non-Member,50s+,2024-05-30,Souvenir
C-0686,IN,Silver,50s+,2025-08-19,Confectionery
C-0687,JP,Non-Member,40s,2023-07-15,Souvenir
C-0688,CN,Silver,20s,2025-04-05,Honey
C-0689,IN,Non-Member,40s,2023-05-17,Cosmetics
C-0690,CN,Diamond,20s,2025-03-20,Confectionery
C-0691,JP,Silver,20s,2024-10-04,Confectionery
C-0692,GB,Silver,30s,2025-11-28,Indigenous
C-0693,SG,Gold,30s,2023-05-17,Cosmetics
C-0694,CN,Silver,30s,2023-07-11,Confectionery
C-0695,US,Non-Member,40s,2023-09-16,Apparel
C-0696,US,Diamond,40s,2023-04-20,Apparel
C-0697,AU,Diamond,30s,2023-06-17,Cosmetics
C-0698,KR,Silver,20s,2024-04-27,Cosmetics
C-0699,KR,Silver,50s+,2024-10-16,Confectionery
C-0700,GB,Non-Member,40s,2023-07-15,Tea
C-0701,KR,Diamond,40s,2024-12-31,Cosmetics
C-0702,PH,Non-Member,30s,2023-05-16,Confectionery
C-0703,SG,Diamond,30s,2025-02-02,Confectionery
C-0704,CN,Non-Member,50s+,2024-06-30,Honey
C-0705,US,Diamond,40s,2023-09-06,Indigenous
C-0706,CN,Non-Member,40s,2026-02-22,Cosmetics
C-0707,PH,Silver,40s,2024-08-15,Cosmetics
C-0708,CA,Silver,50s+,2024-02-16,Souvenir
C-0709,AU,Silver,30s,2024-04-04,Liquor
C-0710,NZ,Diamond,30s,2024-12-24,Confectionery
C-0711,GB,Non-Member,40s,2024-06-10,Apparel
C-0712,IN,Silver,50s+,2026-03-11,Tea
C-0713,GB,Non-Member,40s,2025-07-13,Tea
C-0714,CN,Gold,40s,2026-02-16,Souvenir
C-0715,TH,Non-Member,30s,2023-04-18,Confectionery
C-0716,NZ,Non-Member,50s+,2025-03-21,Tea
C-0717,AU,Gold,50s+,2023-09-30,Liquor
C-0718,NZ,Non-Member,40s,2025-07-07,Tea
C-0719,TH,Silver,40s,2024-04-04,Cosmetics
C-0720,AU,Silver,40s,2025-04-03,Confectionery
C-0721,CN,Non-Member,20s,2025-01-11,Cosmetics
C-0722,JP,Gold,30s,2024-02-16,Souvenir
C-0723,IN,Silver,40s,2024-08-10,Tea
C-0724,US,Silver,30s,2024-11-22,Apparel
C-0725,IN,Diamond,40s,2025-10-07,Souvenir
C-0726,TH,Non-Member,50s+,2025-05-02,Souvenir
C-0727,NZ,Silver,40s,2023-05-07,Souvenir
C-0728,KR,Silver,20s,2024-10-20,Cosmetics
C-0729,GB,Non-Member,40s,2023-10-09,Apparel
C-0730,IN,Silver,50s+,2026-01-17,Souvenir
C-0731,CN,Diamond,50s+,2023-06-04,Cosmetics
C-0732,NZ,Silver,20s,2023-12-13,Souvenir
C-0733,TH,Non-Member,20s,2024-09-01,Souvenir
C-0734,JP,Non-Member,50s+,2023-09-18,Cosmetics
C-0735,CN,Non-Member,30s,2025-08-20,Souvenir
C-0736,AU,Non-Member,20s,2024-12-24,Confectionery
C-0737,AU,Gold,30s,2023-06-27,Confectionery
C-0738,JP,Gold,20s,2025-12-21,Souvenir
C-0739,CN,Non-Member,50s+,2024-11-13,Liquor
C-0740,KR,Non-Member,40s,2025-12-14,Liquor
C-0741,GB,Non-Member,40s,2024-08-27,Apparel
C-0742,SG,Non-Member,40s,2025-08-14,Honey
C-0743,AU,Silver,50s+,2025-03-18,Liquor
C-0744,GB,Non-Member,30s,2025-02-03,Souvenir
C-0745,JP,Diamond,20s,2023-06-23,Confectionery
C-0746,KR,Gold,50s+,2023-06-21,Confectionery
C-0747,JP,Non-Member,50s+,2025-08-26,Cosmetics
C-0748,CN,Gold,40s,2023-08-13,Honey
C-0749,NZ,Non-Member,30s,2023-06-15,Souvenir
C-0750,CN,Non-Member,20s,2024-08-30,Honey
C-0751,CA,Gold,20s,2024-12-15,Apparel
C-0752,US,Non-Member,30s,2024-11-14,Souvenir
C-0753,SG,Gold,20s,2024-09-06,Cosmetics
C-0754,GB,Non-Member,40s,2023-07-31,Apparel
C-0755,US,Non-Member,30s,2025-11-09,Indigenous
C-0756,CA,Silver,20s,2025-04-08,Indigenous
C-0757,IN,Non-Member,40s,2024-08-25,Souvenir
C-0758,KR,Non-Member,40s,2023-12-28,Honey
C-0759,GB,Gold,50s+,2025-07-02,Tea
C-0760,US,Non-Member,20s,2024-07-26,Apparel
C-0761,US,Non-Member,30s,2024-07-16,Jewellery
C-0762,CN,Gold,30s,2025-07-22,Confectionery
C-0763,TH,Silver,20s,2025-01-23,Cosmetics
C-0764,CN,Silver,30s,2026-01-06,Souvenir
C-0765,GB,Gold,30s,2023-11-28,Tea
C-0766,CN,Gold,40s,2025-12-24,Honey
C-0767,TH,Silver,50s+,2025-03-27,Confectionery
C-0768,PH,Gold,40s,2024-05-11,Confectionery
C-0769,NZ,Non-Member,30s,2024-03-20,Souvenir
C-0770,GB,Non-Member,30s,2023-08-26,Indigenous
C-0771,JP,Diamond,20s,2026-03-21,Confectionery
C-0772,KR,Non-Member,40s,2024-11-17,Confectionery
C-0773,US,Non-Member,40s,2023-12-01,Jewellery
C-0774,CN,Non-Member,40s,2025-08-20,Honey
C-0775,CN,Non-Member,50s+,2023-05-08,Cosmetics
C-0776,CN,Non-Member,40s,2023-07-27,Honey
C-0777,CN,Gold,30s,2025-05-28,Cosmetics
C-0778,NZ,Silver,50s+,2023-11-21,Confectionery
C-0779,IN,Non-Member,30s,2024-04-28,Souvenir
C-0780,CN,Gold,30s,2024-11-22,Cosmetics
C-0781,CA,Non-Member,50s+,2025-03-04,Indigenous
C-0782,JP,Non-Member,20s,2026-03-21,Confectionery
C-0783,SG,Silver,40s,2024-01-30,Cosmetics
C-0784,SG,Non-Member,20s,2023-05-29,Confectionery
C-0785,CN,Gold,30s,2025-04-24,Honey
C-0786,US,Silver,30s,2024-05-24,Souvenir
C-0787,GB,Non-Member,40s,2024-05-27,Souvenir
C-0788,CN,Non-Member,30s,2025-01-06,Cosmetics
C-0789,CN,Silver,20s,2025-08-07,Honey
C-0790,CN,Non-Member,30s,2024-03-29,Honey
C-0791,US,Diamond,40s,2023-08-13,Apparel
C-0792,NZ,Silver,30s,2024-09-04,Souvenir
C-0793,CN,Non-Member,30s,2024-04-24,Cosmetics
C-0794,IN,Non-Member,30s,2024-10-24,Confectionery
C-0795,US,Non-Member,40s,2024-12-02,Apparel
C-0796,GB,Silver,20s,2023-05-06,Apparel
C-0797,SG,Gold,40s,2023-08-11,Tea
C-0798,CA,Non-Member,20s,2025-10-05,Apparel
C-0799,TH,Non-Member,40s,2023-06-25,Cosmetics
C-0800,GB,Silver,20s,2024-10-22,Tea
C-0801,US,Gold,40s,2023-06-18,Apparel
C-0802,KR,Gold,20s,2026-03-13,Cosmetics
C-0803,GB,Silver,40s,2024-01-01,Souvenir
C-0804,US,Diamond,20s,2023-07-08,Indigenous
C-0805,KR,Non-Member,50s+,2026-02-14,Honey
C-0806,GB,Non-Member,30s,2023-04-04,Indigenous
C-0807,CN,Non-Member,40s,2023-12-07,Cosmetics
C-0808,CN,Gold,30s,2023-11-29,Cosmetics
C-0809,NZ,Silver,30s,2023-12-12,Souvenir
C-0810,KR,Gold,40s,2024-03-26,Confectionery
C-0811,US,Gold,40s,2024-02-28,Apparel
C-0812,GB,Non-Member,20s,2023-07-27,Apparel
C-0813,SG,Gold,40s,2023-06-08,Honey
C-0814,GB,Silver,30s,2026-01-01,Apparel
C-0815,KR,Silver,40s,2024-06-09,Jewellery
C-0816,NZ,Non-Member,30s,2025-03-08,Confectionery
C-0817,US,Non-Member,40s,2026-01-19,Jewellery
C-0818,PH,Non-Member,30s,2023-04-06,Souvenir
C-0819,CN,Silver,20s,2025-03-17,Liquor
C-0820,TH,Silver,50s+,2026-03-02,Cosmetics
C-0821,CN,Non-Member,20s,2023-05-21,Souvenir
C-0822,CA,Silver,40s,2023-09-06,Indigenous
C-0823,CN,Silver,20s,2024-09-26,Cosmetics
C-0824,PH,Diamond,30s,2025-11-09,Cosmetics
C-0825,CN,Non-Member,40s,2025-02-07,Souvenir
C-0826,AU,Non-Member,30s,2025-03-22,Liquor
C-0827,US,Non-Member,50s+,2025-08-24,Souvenir
C-0828,SG,Non-Member,40s,2023-05-31,Confectionery
C-0829,CA,Silver,50s+,2023-12-15,Souvenir
C-0830,AU,Gold,20s,2025-12-30,Confectionery
C-0831,IN,Non-Member,40s,2024-11-18,Cosmetics
C-0832,IN,Diamond,40s,2024-12-07,Souvenir
C-0833,IN,Non-Member,50s+,2026-02-11,Souvenir
C-0834,SG,Gold,30s,2025-06-03,Cosmetics
C-0835,SG,Non-Member,50s+,2023-09-15,Honey
C-0836,IN,Gold,30s,2024-03-24,Souvenir
C-0837,KR,Gold,40s,2025-11-04,Cosmetics
C-0838,JP,Non-Member,40s,2024-03-10,Confectionery
C-0839,US,Gold,50s+,2023-10-18,Jewellery
C-0840,US,Silver,30s,2025-12-11,Apparel
C-0841,AU,Non-Member,20s,2025-12-21,Confectionery
C-0842,JP,Gold,30s,2023-04-26,Tea
C-0843,GB,Non-Member,20s,2023-07-05,Tea
C-0844,GB,Gold,20s,2023-10-07,Souvenir
C-0845,CN,Non-Member,20s,2024-10-30,Liquor
C-0846,US,Non-Member,40s,2025-06-16,Apparel
C-0847,CN,Non-Member,50s+,2025-02-28,Honey
C-0848,US,Non-Member,50s+,2026-01-27,Indigenous
C-0849,PH,Non-Member,30s,2025-07-17,Souvenir
C-0850,PH,Silver,40s,2025-01-20,Cosmetics
C-0851,CN,Gold,50s+,2024-06-03,Honey
C-0852,AU,Silver,30s,2025-02-04,Confectionery
C-0853,CN,Silver,40s,2024-10-21,Confectionery
C-0854,KR,Non-Member,30s,2025-06-03,Honey
C-0855,US,Non-Member,40s,2025-01-15,Apparel
C-0856,CN,Gold,50s+,2025-03-30,Cosmetics
C-0857,SG,Non-Member,50s+,2026-02-12,Honey
C-0858,AU,Gold,30s,2023-10-02,Liquor
C-0859,CA,Non-Member,20s,2023-05-16,Apparel
C-0860,US,Non-Member,20s,2025-06-15,Apparel
C-0861,US,Silver,20s,2023-07-24,Jewellery
C-0862,NZ,Non-Member,30s,2026-03-01,Cosmetics
C-0863,NZ,Gold,30s,2024-09-07,Cosmetics
C-0864,PH,Silver,50s+,2023-11-06,Cosmetics
C-0865,NZ,Silver,50s+,2023-06-19,Souvenir
C-0866,SG,Silver,40s,2023-11-17,Honey
C-0867,GB,Silver,30s,2024-05-28,Apparel
C-0868,IN,Non-Member,40s,2025-12-29,Confectionery
C-0869,US,Gold,40s,2023-12-01,Souvenir
C-0870,PH,Non-Member,30s,2025-03-23,Souvenir
C-0871,JP,Silver,30s,2023-10-17,Confectionery
C-0872,GB,Non-Member,40s,2024-03-13,Tea
C-0873,CN,Silver,30s,2025-04-02,Honey
C-0874,IN,Non-Member,40s,2023-12-17,Souvenir
C-0875,TH,Gold,50s+,2023-05-15,Souvenir
C-0876,JP,Non-Member,40s,2023-08-29,Souvenir
C-0877,AU,Diamond,50s+,2024-11-15,Souvenir
C-0878,US,Silver,20s,2023-08-13,Souvenir
C-0879,GB,Non-Member,30s,2024-10-31,Souvenir
C-0880,CN,Diamond,20s,2024-02-27,Souvenir
C-0881,NZ,Non-Member,50s+,2023-11-06,Honey
C-0882,NZ,Gold,30s,2025-01-26,Tea
C-0883,SG,Non-Member,30s,2025-10-21,Confectionery
C-0884,CN,Diamond,40s,2025-12-18,Honey
C-0885,TH,Diamond,20s,2025-11-27,Souvenir
C-0886,AU,Silver,50s+,2024-11-29,Souvenir
C-0887,KR,Silver,30s,2025-01-05,Jewellery
C-0888,JP,Gold,50s+,2023-10-13,Souvenir
C-0889,KR,Non-Member,50s+,2024-03-08,Confectionery
C-0890,JP,Silver,50s+,2024-02-21,Confectionery
C-0891,AU,Gold,50s+,2025-02-13,Cosmetics
C-0892,CN,Non-Member,30s,2023-04-10,Souvenir
C-0893,NZ,Non-Member,50s+,2024-05-12,Tea
C-0894,TH,Gold,50s+,2025-03-30,Souvenir
C-0895,CN,Gold,30s,2025-07-17,Confectionery
C-0896,KR,Silver,30s,2023-04-11,Cosmetics
C-0897,CA,Non-Member,50s+,2025-04-12,Souvenir
C-0898,AU,Gold,20s,2025-10-20,Confectionery
C-0899,SG,Non-Member,50s+,2024-01-24,Honey
C-0900,CN,Non-Member,30s,2025-07-05,Cosmetics
C-0901,AU,Non-Member,50s+,2023-10-05,Confectionery
C-0902,JP,Non-Member,20s,2025-05-15,Tea
C-0903,US,Non-Member,50s+,2024-12-11,Indigenous
C-0904,CN,Non-Member,30s,2023-05-01,Confectionery
C-0905,US,Gold,40s,2024-06-09,Jewellery
C-0906,CN,Silver,40s,2025-08-20,Liquor
C-0907,CN,Non-Member,20s,2026-03-02,Honey
C-0908,US,Non-Member,50s+,2025-09-23,Apparel
C-0909,US,Non-Member,50s+,2025-08-06,Apparel
C-0910,AU,Gold,50s+,2023-06-26,Liquor
C-0911,AU,Silver,20s,2025-03-25,Liquor
C-0912,JP,Non-Member,50s+,2025-11-22,Cosmetics
C-0913,AU,Non-Member,40s,2025-01-01,Liquor
C-0914,KR,Silver,20s,2024-06-01,Confectionery
C-0915,GB,Non-Member,50s+,2023-08-24,Tea
C-0916,IN,Non-Member,40s,2026-03-25,Souvenir
C-0917,CN,Non-Member,40s,2024-10-28,Cosmetics
C-0918,SG,Silver,50s+,2023-08-28,Honey
C-0919,IN,Silver,30s,2024-05-26,Confectionery
C-0920,CN,Silver,20s,2024-12-04,Confectionery
C-0921,GB,Silver,40s,2025-03-31,Apparel
C-0922,JP,Non-Member,30s,2026-03-07,Souvenir
C-0923,CN,Gold,40s,2023-11-07,Cosmetics
C-0924,CN,Silver,20s,2026-02-02,Honey
C-0925,AU,Silver,20s,2025-12-16,Confectionery
C-0926,KR,Non-Member,40s,2024-06-05,Cosmetics
C-0927,CN,Diamond,20s,2025-05-05,Souvenir
C-0928,TH,Non-Member,30s,2024-12-18,Souvenir
C-0929,IN,Silver,40s,2025-05-16,Tea
C-0930,CN,Silver,50s+,2023-05-15,Cosmetics
C-0931,IN,Gold,50s+,2025-12-15,Confectionery
C-0932,CN,Non-Member,20s,2024-10-24,Cosmetics
C-0933,PH,Non-Member,50s+,2024-02-08,Souvenir
C-0934,KR,Non-Member,20s,2025-11-13,Cosmetics
C-0935,AU,Gold,40s,2026-02-16,Souvenir
C-0936,AU,Silver,20s,2023-12-31,Liquor
C-0937,AU,Non-Member,30s,2025-07-20,Confectionery
C-0938,IN,Diamond,20s,2024-08-17,Confectionery
C-0939,CN,Silver,30s,2024-01-17,Liquor
C-0940,CA,Silver,30s,2023-04-05,Souvenir
C-0941,AU,Silver,50s+,2026-03-21,Confectionery
C-0942,US,Non-Member,30s,2024-11-17,Souvenir
C-0943,US,Non-Member,40s,2024-02-03,Souvenir
C-0944,KR,Silver,30s,2023-05-09,Liquor
C-0945,CN,Non-Member,50s+,2026-03-17,Liquor
C-0946,PH,Gold,20s,2025-03-18,Confectionery
C-0947,NZ,Non-Member,50s+,2025-11-19,Tea
C-0948,AU,Non-Member,40s,2025-01-14,Liquor
C-0949,NZ,Non-Member,20s,2025-05-11,Cosmetics
C-0950,NZ,Non-Member,40s,2025-10-16,Souvenir
C-0951,JP,Diamond,30s,2026-03-20,Souvenir
C-0952,CN,Non-Member,50s+,2023-04-10,Souvenir
C-0953,AU,Non-Member,30s,2024-02-05,Confectionery
C-0954,JP,Non-Member,30s,2025-08-20,Tea
C-0955,AU,Non-Member,30s,2023-11-14,Liquor
C-0956,CN,Silver,30s,2024-01-19,Cosmetics
C-0957,GB,Silver,20s,2025-08-05,Apparel
C-0958,CN,Non-Member,20s,2025-10-18,Confectionery
C-0959,PH,Silver,50s+,2024-04-04,Cosmetics
C-0960,US,Diamond,30s,2023-04-05,Souvenir
C-0961,JP,Non-Member,30s,2024-02-21,Tea
