Trans_ID,Line_No,Product_SKU,Category,Quantity,Unit_Price,Line_Amount,Line_Cost,Gross_Profit,Promo_ID
T-01304,2,SKU-093,Honey,1,35.0,35.0,15.75,19.25,
T-01305,1,SKU-054,Souvenir,2,18.0,36.0,12.6,23.4,
T-01305,2,SKU-049,Souvenir,4,25.0,100.0,35.0,65.0,
T-01305,3,SKU-066,Confectionery,3,7.0,21.0,10.5,10.5,
T-01306,1,SKU-100,Indigenous,1,14.0,14.0,4.2,9.8,
T-01307,1,SKU-085,Apparel,3,18.0,54.0,21.6,32.4,
T-01308,1,SKU-097,Indigenous,2,110.0,220.0,66.0,154.0,
T-01308,2,SKU-083,Apparel,1,180.0,180.0,72.0,108.0,
T-01309,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-01309,2,SKU-060,Confectionery,3,7.0,21.0,10.5,10.5,
T-01310,1,SKU-013,Cosmetics,1,18.0,18.0,7.2,10.8,
T-01310,2,SKU-014,Cosmetics,1,27.0,27.0,10.8,16.2,
T-01311,1,SKU-090,Honey,3,170.0,510.0,229.5,280.5,
T-01312,1,SKU-010,Cosmetics,6,10.0,50.0,23.6,26.4,IP-01
T-01312,2,SKU-061,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01313,1,SKU-096,Indigenous,2,55.0,110.0,33.0,77.0,
T-01314,1,SKU-092,Honey,4,75.0,300.0,135.0,165.0,
T-01315,1,SKU-023,Liquor,1,55.0,55.0,30.25,24.75,
T-01316,1,SKU-066,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01316,2,SKU-015,Cosmetics,1,11.0,11.0,4.4,6.6,
T-01316,3,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01317,1,SKU-106,Tea,3,22.0,66.0,26.4,39.6,
T-01318,1,SKU-086,Apparel,2,27.0,54.0,21.6,32.4,
T-01319,1,SKU-093,Honey,3,35.0,105.0,47.25,57.75,
T-01319,2,SKU-018,Liquor,4,115.0,460.0,253.0,207.0,
T-01319,3,SKU-056,Souvenir,4,18.0,72.0,25.2,46.8,
T-01319,4,SKU-008,Cosmetics,4,9.0,36.0,14.4,21.6,
T-01320,1,SKU-066,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01320,2,SKU-047,Souvenir,3,9.0,27.0,9.45,17.55,
T-01320,3,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01320,4,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-01321,1,SKU-092,Honey,2,75.0,150.0,67.5,82.5,
T-01321,2,SKU-048,Souvenir,4,20.0,80.0,28.0,52.0,
T-01322,1,SKU-005,Cosmetics,3,9.0,27.0,10.8,16.2,
T-01323,1,SKU-069,Confectionery,1,27.0,27.0,13.5,13.5,
T-01324,1,SKU-042,Jewellery,3,65.0,195.0,78.0,117.0,
T-01325,1,SKU-106,Tea,1,22.0,22.0,8.8,13.2,
T-01326,1,SKU-101,Indigenous,5,24.0,120.0,36.0,84.0,
T-01327,1,SKU-048,Souvenir,1,20.0,20.0,7.0,13.0,
T-01327,2,SKU-089,Honey,1,90.0,90.0,40.5,49.5,
T-01327,3,SKU-046,Souvenir,4,12.0,48.0,16.8,31.2,
T-01328,1,SKU-107,Tea,3,42.0,126.0,50.4,75.6,
T-01328,2,SKU-013,Cosmetics,1,18.0,18.0,7.2,10.8,
T-01328,3,SKU-033,Liquor,2,52.0,104.0,57.2,46.8,
T-01329,1,SKU-035,Jewellery,1,120.0,120.0,48.0,72.0,
T-01330,1,SKU-057,Confectionery,1,9.0,9.0,4.5,4.5,
T-01331,1,SKU-099,Indigenous,1,55.0,55.0,16.5,38.5,
T-01331,2,SKU-007,Cosmetics,3,45.0,135.0,54.0,81.0,
T-01332,1,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01333,1,SKU-108,Tea,1,62.0,62.0,24.8,37.2,
T-01334,1,SKU-066,Confectionery,3,7.0,21.0,10.5,10.5,
T-01334,2,SKU-013,Cosmetics,5,18.0,90.0,36.0,54.0,
T-01334,3,SKU-068,Confectionery,3,22.0,66.0,33.0,33.0,
T-01335,1,SKU-052,Souvenir,1,18.0,18.0,6.3,11.7,
T-01335,2,SKU-070,Confectionery,2,12.0,24.0,12.0,12.0,
T-01336,1,SKU-047,Souvenir,1,9.0,9.0,3.15,5.85,
T-01337,1,SKU-001,Cosmetics,2,8.0,16.0,6.4,9.6,
T-01338,1,SKU-054,Souvenir,3,18.0,54.0,18.9,35.1,
T-01338,2,SKU-006,Cosmetics,2,22.0,44.0,17.6,26.4,
T-01338,3,SKU-013,Cosmetics,1,18.0,18.0,7.2,10.8,
T-01339,1,SKU-015,Cosmetics,1,11.0,11.0,4.4,6.6,
T-01340,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-01340,2,SKU-057,Confectionery,4,9.0,36.0,18.0,18.0,
T-01340,3,SKU-008,Cosmetics,1,9.0,9.0,3.6,5.4,
T-01340,4,SKU-010,Cosmetics,3,10.0,30.0,12.0,18.0,
T-01341,1,SKU-062,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01342,1,SKU-060,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01343,1,SKU-106,Tea,3,22.0,66.0,26.4,39.6,
T-01344,1,SKU-089,Honey,3,90.0,270.0,121.5,148.5,
T-01345,1,SKU-081,Apparel,1,80.0,80.0,32.0,48.0,
T-01346,1,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01346,2,SKU-043,Jewellery,2,110.0,220.0,88.0,132.0,
T-01347,1,SKU-091,Honey,4,55.0,220.0,99.0,121.0,
T-01347,2,SKU-090,Honey,3,170.0,510.0,229.5,280.5,
T-01348,1,SKU-047,Souvenir,3,9.0,27.0,9.45,17.55,
T-01348,2,SKU-069,Confectionery,1,27.0,27.0,13.5,13.5,
T-01348,3,SKU-025,Liquor,1,62.0,62.0,34.1,27.9,
T-01349,1,SKU-080,Apparel,1,55.0,55.0,22.0,33.0,
T-01350,1,SKU-106,Tea,1,22.0,22.0,8.8,13.2,
T-01350,2,SKU-049,Souvenir,1,25.0,25.0,8.75,16.25,
T-01351,1,SKU-036,Jewellery,1,220.0,220.0,88.0,132.0,
T-01351,2,SKU-002,Cosmetics,1,12.0,12.0,4.8,7.2,
T-01352,1,SKU-090,Honey,1,170.0,170.0,76.5,93.5,
T-01352,2,SKU-060,Confectionery,4,7.0,28.0,14.0,14.0,
T-01352,3,SKU-106,Tea,5,22.0,110.0,44.0,66.0,
T-01352,4,SKU-005,Cosmetics,3,9.0,27.0,10.8,16.2,
T-01353,1,SKU-082,Apparel,2,110.0,220.0,88.0,132.0,
T-01354,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-01355,1,SKU-077,Confectionery,2,17.0,34.0,17.0,17.0,
T-01356,1,SKU-107,Tea,1,42.0,42.0,16.8,25.2,
T-01356,2,SKU-107,Tea,2,42.0,84.0,33.6,50.4,
T-01357,1,SKU-060,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01357,2,SKU-088,Honey,4,60.0,240.0,108.0,132.0,
T-01358,1,SKU-034,Jewellery,1,85.0,85.0,34.0,51.0,
T-01359,1,SKU-108,Tea,1,62.0,62.0,24.8,37.2,
T-01359,2,SKU-106,Tea,1,22.0,22.0,8.8,13.2,
T-01360,1,SKU-048,Souvenir,1,20.0,20.0,7.0,13.0,
T-01360,2,SKU-004,Cosmetics,1,60.0,60.0,24.0,36.0,
T-01361,1,SKU-046,Souvenir,4,12.0,48.0,16.8,31.2,
T-01361,2,SKU-054,Souvenir,1,18.0,18.0,6.3,11.7,
T-01361,3,SKU-007,Cosmetics,2,45.0,90.0,36.0,54.0,
T-01362,1,SKU-093,Honey,2,35.0,70.0,31.5,38.5,
T-01363,1,SKU-005,Cosmetics,5,9.0,45.0,18.0,27.0,
T-01363,2,SKU-020,Liquor,5,120.0,600.0,330.0,270.0,
T-01363,3,SKU-026,Liquor,4,88.0,352.0,193.6,158.4,
T-01364,1,SKU-064,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01364,2,SKU-003,Cosmetics,4,36.0,144.0,57.6,86.4,
T-01365,1,SKU-002,Cosmetics,4,12.0,48.0,19.2,28.8,
T-01365,2,SKU-107,Tea,1,42.0,42.0,16.8,25.2,
T-01365,3,SKU-048,Souvenir,1,20.0,20.0,7.0,13.0,
T-01366,1,SKU-090,Honey,2,170.0,340.0,153.0,187.0,
T-01367,1,SKU-053,Souvenir,2,45.0,90.0,31.5,58.5,
T-01367,2,SKU-044,Jewellery,2,150.0,300.0,120.0,180.0,
T-01368,1,SKU-074,Confectionery,4,27.0,108.0,54.0,54.0,
T-01368,2,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-01368,3,SKU-054,Souvenir,4,18.0,72.0,25.2,46.8,
T-01369,1,SKU-079,Apparel,1,40.0,40.0,16.0,24.0,
T-01370,1,SKU-051,Souvenir,1,18.0,18.0,6.3,11.7,
T-01370,2,SKU-071,Confectionery,4,22.0,88.0,44.0,44.0,
T-01370,3,SKU-010,Cosmetics,1,10.0,10.0,4.0,6.0,
T-01371,1,SKU-003,Cosmetics,3,36.0,108.0,43.2,64.8,
T-01371,2,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01371,3,SKU-087,Honey,5,45.0,225.0,101.25,123.75,
T-01372,1,SKU-055,Souvenir,5,45.0,225.0,78.75,146.25,
T-01372,2,SKU-048,Souvenir,1,20.0,20.0,7.0,13.0,
T-01372,3,SKU-062,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01373,1,SKU-090,Honey,4,170.0,680.0,306.0,374.0,
T-01373,2,SKU-011,Cosmetics,4,9.0,36.0,14.4,21.6,
T-01373,3,SKU-018,Liquor,2,115.0,230.0,126.5,103.5,
T-01374,1,SKU-058,Confectionery,1,16.0,16.0,8.0,8.0,
T-01374,2,SKU-106,Tea,3,22.0,66.0,26.4,39.6,
T-01375,1,SKU-031,Liquor,1,48.0,48.0,26.4,21.6,
T-01376,1,SKU-108,Tea,1,62.0,62.0,24.8,37.2,
T-01376,2,SKU-070,Confectionery,5,12.0,60.0,30.0,30.0,
T-01377,1,SKU-071,Confectionery,1,22.0,22.0,11.0,11.0,
T-01377,2,SKU-082,Apparel,1,110.0,110.0,44.0,66.0,
T-01378,1,SKU-062,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01379,1,SKU-056,Souvenir,1,18.0,18.0,6.3,11.7,
T-01380,1,SKU-107,Tea,1,42.0,42.0,16.8,25.2,
T-01380,2,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-01380,3,SKU-043,Jewellery,2,110.0,220.0,88.0,132.0,
T-01381,1,SKU-080,Apparel,1,55.0,55.0,22.0,33.0,
T-01382,1,SKU-087,Honey,4,45.0,180.0,81.0,99.0,
T-01383,1,SKU-057,Confectionery,3,9.0,27.0,13.5,13.5,
T-01384,1,SKU-014,Cosmetics,1,27.0,27.0,10.8,16.2,
T-01385,1,SKU-066,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01386,1,SKU-104,Indigenous,1,22.0,22.0,6.6,15.4,
T-01386,2,SKU-054,Souvenir,1,18.0,18.0,6.3,11.7,
T-01387,1,SKU-066,Confectionery,1,7.0,7.0,3.5,3.5,
T-01387,2,SKU-014,Cosmetics,2,27.0,54.0,21.6,32.4,
T-01387,3,SKU-064,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01388,1,SKU-074,Confectionery,1,27.0,27.0,13.5,13.5,
T-01388,2,SKU-008,Cosmetics,5,9.0,45.0,18.0,27.0,
T-01388,3,SKU-004,Cosmetics,1,60.0,60.0,24.0,36.0,
T-01388,4,SKU-088,Honey,1,60.0,60.0,27.0,33.0,
T-01389,1,SKU-096,Indigenous,4,55.0,220.0,66.0,154.0,
T-01390,1,SKU-056,Souvenir,1,18.0,18.0,6.3,11.7,
T-01390,2,SKU-080,Apparel,2,55.0,110.0,44.0,66.0,
T-01390,3,SKU-095,Indigenous,2,28.0,56.0,16.8,39.2,
T-01391,1,SKU-047,Souvenir,1,9.0,9.0,3.15,5.85,
T-01392,1,SKU-092,Honey,2,75.0,150.0,67.5,82.5,
T-01392,2,SKU-089,Honey,3,90.0,270.0,121.5,148.5,
T-01393,1,SKU-088,Honey,1,60.0,60.0,27.0,33.0,
T-01393,2,SKU-106,Tea,4,22.0,88.0,35.2,52.8,
T-01394,1,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01394,2,SKU-073,Confectionery,3,13.0,39.0,19.5,19.5,
T-01394,3,SKU-108,Tea,4,62.0,248.0,99.2,148.8,
T-01395,1,SKU-021,Liquor,3,999.0,2997.0,1648.35,1348.65,
T-01395,2,SKU-003,Cosmetics,3,36.0,108.0,43.2,64.8,
T-01396,1,SKU-051,Souvenir,4,18.0,72.0,25.2,46.8,
T-01396,2,SKU-015,Cosmetics,4,11.0,44.0,17.6,26.4,
T-01396,3,SKU-046,Souvenir,3,12.0,36.0,12.6,23.4,
T-01396,4,SKU-027,Liquor,3,210.0,630.0,346.5,283.5,
T-01397,1,SKU-012,Cosmetics,1,12.0,12.0,4.8,7.2,
T-01398,1,SKU-083,Apparel,1,180.0,180.0,72.0,108.0,
T-01398,2,SKU-082,Apparel,2,110.0,220.0,88.0,132.0,
T-01399,1,SKU-010,Cosmetics,4,10.0,40.0,16.0,24.0,
T-01400,1,SKU-065,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01400,2,SKU-049,Souvenir,4,25.0,100.0,35.0,65.0,
T-01401,1,SKU-007,Cosmetics,2,45.0,90.0,36.0,54.0,
T-01401,2,SKU-001,Cosmetics,2,8.0,16.0,6.4,9.6,
T-01401,3,SKU-044,Jewellery,2,150.0,300.0,120.0,180.0,
T-01402,1,SKU-095,Indigenous,2,28.0,56.0,16.8,39.2,
T-01402,2,SKU-078,Apparel,3,28.0,84.0,33.6,50.4,
T-01402,3,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01402,4,SKU-066,Confectionery,1,7.0,7.0,3.5,3.5,
T-01403,1,SKU-062,Confectionery,3,7.0,21.0,10.5,10.5,
T-01403,2,SKU-054,Souvenir,1,18.0,18.0,6.3,11.7,
T-01403,3,SKU-015,Cosmetics,1,11.0,11.0,4.4,6.6,
T-01404,1,SKU-051,Souvenir,4,18.0,72.0,25.2,46.8,
T-01405,1,SKU-051,Souvenir,1,18.0,18.0,6.3,11.7,
T-01405,2,SKU-010,Cosmetics,6,10.0,50.0,23.6,26.4,IP-01
T-01406,1,SKU-106,Tea,2,22.0,44.0,17.6,26.4,
T-01407,1,SKU-004,Cosmetics,4,60.0,240.0,96.0,144.0,
T-01408,1,SKU-003,Cosmetics,1,36.0,36.0,14.4,21.6,
T-01408,2,SKU-107,Tea,2,42.0,84.0,33.6,50.4,
T-01408,3,SKU-067,Confectionery,1,22.0,22.0,11.0,11.0,
T-01409,1,SKU-011,Cosmetics,2,9.0,18.0,7.2,10.8,
T-01409,2,SKU-008,Cosmetics,1,9.0,9.0,3.6,5.4,
T-01409,3,SKU-014,Cosmetics,2,27.0,54.0,21.6,32.4,
T-01410,1,SKU-089,Honey,2,90.0,180.0,81.0,99.0,
T-01410,2,SKU-064,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01411,1,SKU-057,Confectionery,3,9.0,27.0,13.5,13.5,
T-01412,1,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01412,2,SKU-104,Indigenous,4,22.0,88.0,26.4,61.6,
T-01412,3,SKU-026,Liquor,2,88.0,176.0,96.8,79.2,
T-01413,1,SKU-057,Confectionery,1,9.0,9.0,4.5,4.5,
T-01414,1,SKU-076,Confectionery,5,11.0,55.0,27.5,27.5,
T-01415,1,SKU-102,Indigenous,1,9.0,9.0,2.7,6.3,
T-01415,2,SKU-095,Indigenous,1,28.0,28.0,8.4,19.6,
T-01415,3,SKU-107,Tea,2,42.0,84.0,33.6,50.4,
T-01416,1,SKU-107,Tea,2,42.0,84.0,33.6,50.4,
T-01416,2,SKU-070,Confectionery,3,12.0,36.0,18.0,18.0,
T-01416,3,SKU-065,Confectionery,1,7.0,7.0,3.5,3.5,
T-01417,1,SKU-037,Jewellery,1,520.0,520.0,208.0,312.0,
T-01417,2,SKU-079,Apparel,1,40.0,40.0,16.0,24.0,
T-01418,1,SKU-027,Liquor,3,210.0,630.0,346.5,283.5,
T-01418,2,SKU-011,Cosmetics,3,9.0,27.0,10.8,16.2,
T-01418,3,SKU-022,Liquor,4,40.0,160.0,88.0,72.0,
T-01418,4,SKU-105,Indigenous,3,48.0,144.0,43.2,100.8,
T-01419,1,SKU-007,Cosmetics,5,45.0,225.0,90.0,135.0,
T-01419,2,SKU-030,Liquor,1,72.0,72.0,39.6,32.4,
T-01420,1,SKU-052,Souvenir,2,18.0,36.0,12.6,23.4,
T-01421,1,SKU-093,Honey,1,35.0,35.0,15.75,19.25,
T-01422,1,SKU-067,Confectionery,1,22.0,22.0,11.0,11.0,
T-01422,2,SKU-099,Indigenous,3,55.0,165.0,49.5,115.5,
T-01423,1,SKU-053,Souvenir,3,45.0,135.0,47.25,87.75,
T-01424,1,SKU-108,Tea,1,62.0,62.0,24.8,37.2,
T-01425,1,SKU-064,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01425,2,SKU-108,Tea,2,62.0,124.0,49.6,74.4,
T-01425,3,SKU-046,Souvenir,1,12.0,12.0,4.2,7.8,
T-01426,1,SKU-068,Confectionery,1,22.0,22.0,11.0,11.0,
T-01427,1,SKU-101,Indigenous,1,24.0,24.0,7.2,16.8,
T-01428,1,SKU-092,Honey,1,75.0,75.0,33.75,41.25,
T-01428,2,SKU-066,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01428,3,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01429,1,SKU-093,Honey,5,35.0,175.0,78.75,96.25,
T-01429,2,SKU-003,Cosmetics,1,36.0,36.0,14.4,21.6,
T-01430,1,SKU-013,Cosmetics,4,18.0,72.0,28.8,43.2,
T-01430,2,SKU-060,Confectionery,4,7.0,28.0,14.0,14.0,
T-01430,3,SKU-003,Cosmetics,5,36.0,180.0,72.0,108.0,
T-01431,1,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01431,2,SKU-055,Souvenir,1,45.0,45.0,15.75,29.25,
T-01432,1,SKU-050,Souvenir,1,10.0,10.0,3.5,6.5,
T-01432,2,SKU-053,Souvenir,2,45.0,90.0,31.5,58.5,
T-01432,3,SKU-020,Liquor,4,120.0,480.0,264.0,216.0,
T-01432,4,SKU-052,Souvenir,5,18.0,90.0,31.5,58.5,
T-01433,1,SKU-058,Confectionery,2,16.0,32.0,16.0,16.0,
T-01433,2,SKU-101,Indigenous,1,24.0,24.0,7.2,16.8,
T-01434,1,SKU-071,Confectionery,3,22.0,66.0,33.0,33.0,
T-01434,2,SKU-107,Tea,1,42.0,42.0,16.8,25.2,
T-01435,1,SKU-049,Souvenir,4,25.0,100.0,35.0,65.0,
T-01435,2,SKU-075,Confectionery,4,36.0,144.0,72.0,72.0,
T-01436,1,SKU-090,Honey,2,170.0,340.0,153.0,187.0,
T-01436,2,SKU-014,Cosmetics,4,27.0,108.0,43.2,64.8,
T-01436,3,SKU-065,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01437,1,SKU-106,Tea,3,22.0,66.0,26.4,39.6,
T-01438,1,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-01439,1,SKU-107,Tea,3,42.0,126.0,50.4,75.6,
T-01439,2,SKU-089,Honey,1,90.0,90.0,40.5,49.5,
T-01439,3,SKU-106,Tea,1,22.0,22.0,8.8,13.2,
T-01440,1,SKU-059,Confectionery,4,22.0,88.0,44.0,44.0,
T-01440,2,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-01441,1,SKU-053,Souvenir,1,45.0,45.0,15.75,29.25,
T-01441,2,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01441,3,SKU-015,Cosmetics,5,11.0,55.0,22.0,33.0,
T-01442,1,SKU-067,Confectionery,1,22.0,22.0,11.0,11.0,
T-01442,2,SKU-012,Cosmetics,4,12.0,48.0,19.2,28.8,
T-01442,3,SKU-082,Apparel,4,110.0,440.0,176.0,264.0,
T-01443,1,SKU-092,Honey,3,75.0,225.0,101.25,123.75,
T-01443,2,SKU-021,Liquor,4,999.0,3996.0,2197.8,1798.2,
T-01444,1,SKU-020,Liquor,4,120.0,480.0,264.0,216.0,
T-01445,1,SKU-088,Honey,5,60.0,300.0,135.0,165.0,
T-01445,2,SKU-064,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01445,3,SKU-055,Souvenir,2,45.0,90.0,31.5,58.5,
T-01446,1,SKU-057,Confectionery,2,9.0,18.0,9.0,9.0,
T-01446,2,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01447,1,SKU-083,Apparel,2,180.0,360.0,144.0,216.0,
T-01447,2,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01448,1,SKU-094,Honey,1,45.0,45.0,20.25,24.75,
T-01448,2,SKU-083,Apparel,1,180.0,180.0,72.0,108.0,
T-01448,3,SKU-055,Souvenir,1,45.0,45.0,15.75,29.25,
T-01448,4,SKU-035,Jewellery,1,120.0,120.0,48.0,72.0,
T-01449,1,SKU-105,Indigenous,2,48.0,96.0,28.8,67.2,
T-01450,1,SKU-015,Cosmetics,1,11.0,11.0,4.4,6.6,
T-01450,2,SKU-107,Tea,5,42.0,210.0,84.0,126.0,
T-01451,1,SKU-027,Liquor,2,210.0,420.0,231.0,189.0,
T-01451,2,SKU-102,Indigenous,2,9.0,18.0,5.4,12.6,
T-01451,3,SKU-103,Indigenous,4,18.0,72.0,21.6,50.4,
T-01452,1,SKU-054,Souvenir,5,18.0,90.0,31.5,58.5,
T-01452,2,SKU-081,Apparel,1,80.0,80.0,32.0,48.0,
T-01452,3,SKU-076,Confectionery,4,11.0,44.0,22.0,22.0,
T-01452,4,SKU-054,Souvenir,1,18.0,18.0,6.3,11.7,
T-01453,1,SKU-095,Indigenous,2,28.0,56.0,16.8,39.2,
T-01453,2,SKU-081,Apparel,2,80.0,160.0,64.0,96.0,
T-01453,3,SKU-043,Jewellery,3,110.0,330.0,132.0,198.0,
T-01454,1,SKU-005,Cosmetics,1,9.0,9.0,3.6,5.4,
T-01454,2,SKU-067,Confectionery,2,22.0,44.0,22.0,22.0,
T-01455,1,SKU-107,Tea,3,42.0,126.0,50.4,75.6,
T-01455,2,SKU-020,Liquor,2,120.0,240.0,132.0,108.0,
T-01455,3,SKU-027,Liquor,2,210.0,420.0,231.0,189.0,
T-01455,4,SKU-070,Confectionery,1,12.0,12.0,6.0,6.0,
T-01456,1,SKU-077,Confectionery,2,17.0,34.0,17.0,17.0,
T-01457,1,SKU-055,Souvenir,2,45.0,90.0,31.5,58.5,
T-01457,2,SKU-101,Indigenous,1,24.0,24.0,7.2,16.8,
T-01457,3,SKU-069,Confectionery,2,27.0,54.0,27.0,27.0,
T-01457,4,SKU-050,Souvenir,3,10.0,30.0,10.5,19.5,
T-01458,1,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01459,1,SKU-001,Cosmetics,4,8.0,32.0,12.8,19.2,
T-01460,1,SKU-086,Apparel,1,27.0,27.0,10.8,16.2,
T-01461,1,SKU-108,Tea,2,62.0,124.0,49.6,74.4,
T-01462,1,SKU-020,Liquor,4,120.0,480.0,264.0,216.0,
T-01462,2,SKU-053,Souvenir,5,45.0,225.0,78.75,146.25,
T-01462,3,SKU-018,Liquor,1,115.0,115.0,63.25,51.75,
T-01462,4,SKU-013,Cosmetics,3,18.0,54.0,21.6,32.4,
T-01463,1,SKU-106,Tea,2,22.0,44.0,17.6,26.4,
T-01463,2,SKU-055,Souvenir,1,45.0,45.0,15.75,29.25,
T-01464,1,SKU-013,Cosmetics,2,18.0,36.0,14.4,21.6,
T-01464,2,SKU-069,Confectionery,1,27.0,27.0,13.5,13.5,
T-01464,3,SKU-061,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01465,1,SKU-011,Cosmetics,1,9.0,9.0,3.6,5.4,
T-01465,2,SKU-049,Souvenir,2,25.0,50.0,17.5,32.5,
T-01466,1,SKU-010,Cosmetics,6,10.0,50.0,23.6,26.4,IP-01
T-01467,1,SKU-011,Cosmetics,6,9.0,45.0,21.6,23.4,IP-01
T-01467,2,SKU-064,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01468,1,SKU-063,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01468,2,SKU-093,Honey,2,35.0,70.0,31.5,38.5,
T-01468,3,SKU-067,Confectionery,1,22.0,22.0,11.0,11.0,
T-01469,1,SKU-107,Tea,1,42.0,42.0,16.8,25.2,
T-01469,2,SKU-010,Cosmetics,4,10.0,40.0,16.0,24.0,
T-01470,1,SKU-081,Apparel,2,80.0,160.0,64.0,96.0,
T-01471,1,SKU-106,Tea,2,22.0,44.0,17.6,26.4,
T-01471,2,SKU-108,Tea,2,62.0,124.0,49.6,74.4,
T-01472,1,SKU-080,Apparel,1,55.0,55.0,22.0,33.0,
T-01472,2,SKU-107,Tea,2,42.0,84.0,33.6,50.4,
T-01472,3,SKU-102,Indigenous,2,9.0,18.0,5.4,12.6,
T-01472,4,SKU-096,Indigenous,1,55.0,55.0,16.5,38.5,
T-01473,1,SKU-098,Indigenous,1,25.0,25.0,7.5,17.5,
T-01473,2,SKU-080,Apparel,4,55.0,220.0,88.0,132.0,
T-01473,3,SKU-053,Souvenir,1,45.0,45.0,15.75,29.25,
T-01474,1,SKU-090,Honey,4,170.0,680.0,306.0,374.0,
T-01475,1,SKU-054,Souvenir,1,18.0,18.0,6.3,11.7,
T-01475,2,SKU-036,Jewellery,2,220.0,440.0,176.0,264.0,
T-01476,1,SKU-090,Honey,2,170.0,340.0,153.0,187.0,
T-01476,2,SKU-010,Cosmetics,2,10.0,20.0,8.0,12.0,
T-01476,3,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-01477,1,SKU-082,Apparel,4,110.0,440.0,176.0,264.0,
T-01478,1,SKU-106,Tea,2,22.0,44.0,17.6,26.4,
T-01478,2,SKU-108,Tea,1,62.0,62.0,24.8,37.2,
T-01479,1,SKU-078,Apparel,3,28.0,84.0,33.6,50.4,
T-01479,2,SKU-108,Tea,4,62.0,248.0,99.2,148.8,
T-01479,3,SKU-095,Indigenous,1,28.0,28.0,8.4,19.6,
T-01480,1,SKU-011,Cosmetics,1,9.0,9.0,3.6,5.4,
T-01480,2,SKU-053,Souvenir,1,45.0,45.0,15.75,29.25,
T-01481,1,SKU-036,Jewellery,1,220.0,220.0,88.0,132.0,
T-01482,1,SKU-050,Souvenir,4,10.0,40.0,14.0,26.0,
T-01483,1,SKU-046,Souvenir,3,12.0,36.0,12.6,23.4,
T-01483,2,SKU-063,Confectionery,4,7.0,28.0,14.0,14.0,
T-01484,1,SKU-063,Confectionery,4,7.0,24.0,14.0,10.0,IP-03
T-01484,2,SKU-107,Tea,2,42.0,84.0,33.6,50.4,
T-01484,3,SKU-087,Honey,4,45.0,135.0,81.0,54.0,IP-02
T-01485,1,SKU-100,Indigenous,4,14.0,56.0,16.8,39.2,
T-01486,1,SKU-007,Cosmetics,1,45.0,45.0,18.0,27.0,
T-01486,2,SKU-062,Confectionery,1,7.0,7.0,3.5,3.5,
